SCC,Short_Desc,SCC1,SCC2,SCC3,SCC4,Sector,Description
30300317,Industrial Processes - Not Elsewhere Classified,Industrial Processes,Primary Metal Production,Metallurgical Coke Manufacturing,By-product Process: Combustion Stack: Coke Oven Gas (COG),Point Industrial,Industrial Processes;Primary Metal Production;Metallurgical Coke Manufacturing;By-product Process: Combustion Stack: Coke Oven Gas (COG)
30300318,Industrial Processes - Not Elsewhere Classified,Industrial Processes,Primary Metal Production,Metallurgical Coke Manufacturing,By-product Process: Combustion Stack: Blast Furnace Gas (BFG),Point Industrial,Industrial Processes;Primary Metal Production;Metallurgical Coke Manufacturing;By-product Process: Combustion Stack: Blast Furnace Gas (BFG)
30300331,Industrial Processes - Not Elsewhere Classified,Industrial Processes,Primary Metal Production,Metallurgical Coke Manufacturing,By-product Process: General,Point Industrial,Industrial Processes;Primary Metal Production;Metallurgical Coke Manufacturing;By-product Process: General
30300332,Industrial Processes - Not Elsewhere Classified,Industrial Processes,Primary Metal Production,Metallurgical Coke Manufacturing,By-product Process: Chemical Plant: Flushing-liquor Circulation Tank,Point Industrial,Industrial Processes;Primary Metal Production;Metallurgical Coke Manufacturing;By-product Process: Chemical Plant: Flushing-liquor Circulation Tank
30300336,Industrial Processes - Not Elsewhere Classified,Industrial Processes,Primary Metal Production,Metallurgical Coke Manufacturing,By-product Process: Chemical Plant: Tar Storage,Point Industrial,Industrial Processes;Primary Metal Production;Metallurgical Coke Manufacturing;By-product Process: Chemical Plant: Tar Storage
30300341,Industrial Processes - Not Elsewhere Classified,Industrial Processes,Primary Metal Production,Metallurgical Coke Manufacturing,By-product Process: Chemical Plant: Light Oil Sump,Point Industrial,Industrial Processes;Primary Metal Production;Metallurgical Coke Manufacturing;By-product Process: Chemical Plant: Light Oil Sump
30300342,Industrial Processes - Not Elsewhere Classified,Industrial Processes,Primary Metal Production,Metallurgical Coke Manufacturing,By-product Process: Chemical Plant: Light Oil Decanter/Condenser Vent,Point Industrial,Industrial Processes;Primary Metal Production;Metallurgical Coke Manufacturing;By-product Process: Chemical Plant: Light Oil Decanter/Condenser Vent
30300344,Industrial Processes - Not Elsewhere Classified,Industrial Processes,Primary Metal Production,Metallurgical Coke Manufacturing,By-product Process: Chemical Plant: Wash Oil Circulation Tank,Point Industrial,Industrial Processes;Primary Metal Production;Metallurgical Coke Manufacturing;By-product Process: Chemical Plant: Wash Oil Circulation Tank
30300361,Industrial Processes - Not Elsewhere Classified,Industrial Processes,Primary Metal Production,Metallurgical Coke Manufacturing,By-product Process: Chemical Plant: Equipment Leaks,Point Industrial,Industrial Processes;Primary Metal Production;Metallurgical Coke Manufacturing;By-product Process: Chemical Plant: Equipment Leaks
30300371,Industrial Processes - Not Elsewhere Classified,Industrial Processes,Primary Metal Production,Metallurgical Coke Manufacturing,Heat/No Chemical Recovery Process: Pushing,Point Industrial,Industrial Processes;Primary Metal Production;Metallurgical Coke Manufacturing;Heat/No Chemical Recovery Process: Pushing
30300372,Industrial Processes - Not Elsewhere Classified,Industrial Processes,Primary Metal Production,Metallurgical Coke Manufacturing,Heat/No Chemical Recovery Process: Quenching,Point Industrial,Industrial Processes;Primary Metal Production;Metallurgical Coke Manufacturing;Heat/No Chemical Recovery Process: Quenching
30300375,Industrial Processes - Not Elsewhere Classified,Industrial Processes,Primary Metal Production,Metallurgical Coke Manufacturing,Heat/No Chemical Recovery Process: Oven Charging,Point Industrial,Industrial Processes;Primary Metal Production;Metallurgical Coke Manufacturing;Heat/No Chemical Recovery Process: Oven Charging
30300376,Industrial Processes - Not Elsewhere Classified,Industrial Processes,Primary Metal Production,Metallurgical Coke Manufacturing,Heat/No Chemical Recovery Process: Main Stack,Point Industrial,Industrial Processes;Primary Metal Production;Metallurgical Coke Manufacturing;Heat/No Chemical Recovery Process: Main Stack
30300399,Industrial Processes - Not Elsewhere Classified,Industrial Processes,Primary Metal Production,Metallurgical Coke Manufacturing,By-product Process: Not Classified,Point Industrial,Industrial Processes;Primary Metal Production;Metallurgical Coke Manufacturing;By-product Process: Not Classified
30300502,Industrial Processes - Non-ferrous Metals,Industrial Processes,Primary Metal Production,Primary Copper Smelting,Multiple Hearth Roaster,Point Industrial,Industrial Processes;Primary Metal Production;Primary Copper Smelting;Multiple Hearth Roaster
30300519,Industrial Processes - Non-ferrous Metals,Industrial Processes,Primary Metal Production,Primary Copper Smelting,Unpaved Road Traffic: Fugitive Emissions,Point Industrial,Industrial Processes;Primary Metal Production;Primary Copper Smelting;Unpaved Road Traffic: Fugitive Emissions
30300601,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Ferroalloy Production,Open Electric Smelting Furnace: 50% FeSi,Point Industrial,Industrial Processes;Primary Metal Production;Ferroalloy Production;Open Electric Smelting Furnace: 50% FeSi
30300603,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Ferroalloy Production,Open Electric Smelting Furnace: 90% FeSi,Point Industrial,Industrial Processes;Primary Metal Production;Ferroalloy Production;Open Electric Smelting Furnace: 90% FeSi
30300604,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Ferroalloy Production,Open Electric Smelting Furnace: Silicon Metal,Point Industrial,Industrial Processes;Primary Metal Production;Ferroalloy Production;Open Electric Smelting Furnace: Silicon Metal
30300605,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Ferroalloy Production,Open Electric Smelting Furnace: Silicomanaganese,Point Industrial,Industrial Processes;Primary Metal Production;Ferroalloy Production;Open Electric Smelting Furnace: Silicomanaganese
30300606,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Ferroalloy Production,Open Electric Smelting Furnace: 80% Ferromanganese,Point Industrial,Industrial Processes;Primary Metal Production;Ferroalloy Production;Open Electric Smelting Furnace: 80% Ferromanganese
30300609,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Ferroalloy Production,Raw Material Crushing,Point Industrial,Industrial Processes;Primary Metal Production;Ferroalloy Production;Raw Material Crushing
30300610,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Ferroalloy Production,Ore Screening,Point Industrial,Industrial Processes;Primary Metal Production;Ferroalloy Production;Ore Screening
30300613,Industrial Processes - Storage and Transfer,Industrial Processes,Primary Metal Production,Ferroalloy Production,Raw Material Storage,Point Industrial,Industrial Processes;Primary Metal Production;Ferroalloy Production;Raw Material Storage
30300614,Industrial Processes - Storage and Transfer,Industrial Processes,Primary Metal Production,Ferroalloy Production,Raw Material Transfer,Point Industrial,Industrial Processes;Primary Metal Production;Ferroalloy Production;Raw Material Transfer
30300615,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Ferroalloy Production,Ferromanganese: Blast Furnace,Point Industrial,Industrial Processes;Primary Metal Production;Ferroalloy Production;Ferromanganese: Blast Furnace
30300617,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Ferroalloy Production,Cast House,Point Industrial,Industrial Processes;Primary Metal Production;Ferroalloy Production;Cast House
30300620,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Ferroalloy Production,Tapping,Point Industrial,Industrial Processes;Primary Metal Production;Ferroalloy Production;Tapping
30300621,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Ferroalloy Production,Casting,Point Industrial,Industrial Processes;Primary Metal Production;Ferroalloy Production;Casting
30300622,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Ferroalloy Production,Cooling,Point Industrial,Industrial Processes;Primary Metal Production;Ferroalloy Production;Cooling
30300623,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Ferroalloy Production,Product Crushing,Point Industrial,Industrial Processes;Primary Metal Production;Ferroalloy Production;Product Crushing
30300624,Industrial Processes - Storage and Transfer,Industrial Processes,Primary Metal Production,Ferroalloy Production,Product Storage,Point Industrial,Industrial Processes;Primary Metal Production;Ferroalloy Production;Product Storage
30300625,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Ferroalloy Production,Product Loading,Point Industrial,Industrial Processes;Primary Metal Production;Ferroalloy Production;Product Loading
30300626,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Ferroalloy Production,Metal Oxygen Refining Process,Point Industrial,Industrial Processes;Primary Metal Production;Ferroalloy Production;Metal Oxygen Refining Process
30300699,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Ferroalloy Production,Other Not Classified,Point Industrial,Industrial Processes;Primary Metal Production;Ferroalloy Production;Other Not Classified
30300701,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Ferroalloy Production,Semi-covered Electric Arc Furnace: Ferromanganese,Point Industrial,Industrial Processes;Primary Metal Production;Ferroalloy Production;Semi-covered Electric Arc Furnace: Ferromanganese
30300702,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Ferroalloy Production,Semi-covered Electric Arc Furnace: Other Alloys,Point Industrial,Industrial Processes;Primary Metal Production;Ferroalloy Production;Semi-covered Electric Arc Furnace: Other Alloys
30301010,Industrial Processes - Non-ferrous Metals,Industrial Processes,Primary Metal Production,Lead Production,Raw Material Crushing/Grinding,Point Industrial,Industrial Processes;Primary Metal Production;Lead Production;Raw Material Crushing/Grinding
30301011,Industrial Processes - Storage and Transfer,Industrial Processes,Primary Metal Production,Lead Production,Raw Material Unloading,Point Industrial,Industrial Processes;Primary Metal Production;Lead Production;Raw Material Unloading
30301012,Industrial Processes - Storage and Transfer,Industrial Processes,Primary Metal Production,Lead Production,Raw Material Storage Pile,Point Industrial,Industrial Processes;Primary Metal Production;Lead Production;Raw Material Storage Pile
30301016,Industrial Processes - Storage and Transfer,Industrial Processes,Primary Metal Production,Lead Production,Sinter Transfer,Point Industrial,Industrial Processes;Primary Metal Production;Lead Production;Sinter Transfer
30301021,Industrial Processes - Non-ferrous Metals,Industrial Processes,Primary Metal Production,Lead Production,Blast Furnace Slag Pouring,Point Industrial,Industrial Processes;Primary Metal Production;Lead Production;Blast Furnace Slag Pouring
30301023,Industrial Processes - Non-ferrous Metals,Industrial Processes,Primary Metal Production,Lead Production,Lead Casting,Point Industrial,Industrial Processes;Primary Metal Production;Lead Production;Lead Casting
30301299,Industrial Processes - Non-ferrous Metals,Industrial Processes,Primary Metal Production,Titanium,Other Not Classified,Point Industrial,Industrial Processes;Primary Metal Production;Titanium;Other Not Classified
30301502,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Integrated Iron and Steel Manufacturing,Sintering: Raw Materials Handling/Transfer/Storage,Point Industrial,Industrial Processes;Primary Metal Production;Integrated Iron and Steel Manufacturing;Sintering: Raw Materials Handling/Transfer/Storage
30301503,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Integrated Iron and Steel Manufacturing,Sintering: Windbox,Point Industrial,Industrial Processes;Primary Metal Production;Integrated Iron and Steel Manufacturing;Sintering: Windbox
30301504,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Integrated Iron and Steel Manufacturing,Sintering: Discharge End,Point Industrial,Industrial Processes;Primary Metal Production;Integrated Iron and Steel Manufacturing;Sintering: Discharge End
30301505,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Integrated Iron and Steel Manufacturing,Sintering: Cooler,Point Industrial,Industrial Processes;Primary Metal Production;Integrated Iron and Steel Manufacturing;Sintering: Cooler
30301507,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Integrated Iron and Steel Manufacturing,Sintering: Combined Processes,Point Industrial,Industrial Processes;Primary Metal Production;Integrated Iron and Steel Manufacturing;Sintering: Combined Processes
30301508,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Integrated Iron and Steel Manufacturing,Ladle Metallurgy: Electric Heating,Point Industrial,Industrial Processes;Primary Metal Production;Integrated Iron and Steel Manufacturing;Ladle Metallurgy: Electric Heating
30301510,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Integrated Iron and Steel Manufacturing,Blast Furnace: Slip,Point Industrial,Industrial Processes;Primary Metal Production;Integrated Iron and Steel Manufacturing;Blast Furnace: Slip
30301511,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Integrated Iron and Steel Manufacturing,Blast Furnace: Charging,Point Industrial,Industrial Processes;Primary Metal Production;Integrated Iron and Steel Manufacturing;Blast Furnace: Charging
30301512,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Integrated Iron and Steel Manufacturing,Blast Furnace: Casting/Tapping: Casthouse Roof Monitor,Point Industrial,Industrial Processes;Primary Metal Production;Integrated Iron and Steel Manufacturing;Blast Furnace: Casting/Tapping: Casthouse Roof Monitor
30301513,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Integrated Iron and Steel Manufacturing,Blast Furnace: Casting/Tapping: Local Evacuation,Point Industrial,Industrial Processes;Primary Metal Production;Integrated Iron and Steel Manufacturing;Blast Furnace: Casting/Tapping: Local Evacuation
30301515,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Integrated Iron and Steel Manufacturing,Blast Furnace: Raw Materials Handling/Transfer/Storage,Point Industrial,Industrial Processes;Primary Metal Production;Integrated Iron and Steel Manufacturing;Blast Furnace: Raw Materials Handling/Transfer/Storage
30301516,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Integrated Iron and Steel Manufacturing,"Hot Metal Transfer, Skimming, Desulfurization: Combined System",Point Industrial,"Industrial Processes;Primary Metal Production;Integrated Iron and Steel Manufacturing;Hot Metal Transfer, Skimming, Desulfurization: Combined System"
30301517,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Integrated Iron and Steel Manufacturing,Hot Metal Transfer,Point Industrial,Industrial Processes;Primary Metal Production;Integrated Iron and Steel Manufacturing;Hot Metal Transfer
30301518,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Integrated Iron and Steel Manufacturing,Hot Metal Desulfurization,Point Industrial,Industrial Processes;Primary Metal Production;Integrated Iron and Steel Manufacturing;Hot Metal Desulfurization
30301519,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Integrated Iron and Steel Manufacturing,Basic Oxygen Furnace (BOF): Melt Shop Roof Monitor,Point Industrial,Industrial Processes;Primary Metal Production;Integrated Iron and Steel Manufacturing;Basic Oxygen Furnace (BOF): Melt Shop Roof Monitor
30301520,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Integrated Iron and Steel Manufacturing,Basic Oxygen Furnace (BOF),Point Industrial,Industrial Processes;Primary Metal Production;Integrated Iron and Steel Manufacturing;Basic Oxygen Furnace (BOF)
30301521,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Integrated Iron and Steel Manufacturing,"Basic Oxygen Furnace (BOF): Top Blown Furnace: Secondary, Melt Shop",Point Industrial,"Industrial Processes;Primary Metal Production;Integrated Iron and Steel Manufacturing;Basic Oxygen Furnace (BOF): Top Blown Furnace: Secondary, Melt Shop"
30301522,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Integrated Iron and Steel Manufacturing,Basic Oxygen Furnace (BOF): Top Blown Furnace: Primary,Point Industrial,Industrial Processes;Primary Metal Production;Integrated Iron and Steel Manufacturing;Basic Oxygen Furnace (BOF): Top Blown Furnace: Primary
30301523,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Integrated Iron and Steel Manufacturing,"Basic Oxygen Furnace (BOF): Bottom Blown Furnace: Secondary, Melt Shop",Point Industrial,"Industrial Processes;Primary Metal Production;Integrated Iron and Steel Manufacturing;Basic Oxygen Furnace (BOF): Bottom Blown Furnace: Secondary, Melt Shop"
30301526,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Integrated Iron and Steel Manufacturing,Basic Oxygen Furnace (BOF): Open Hood Stack,Point Industrial,Industrial Processes;Primary Metal Production;Integrated Iron and Steel Manufacturing;Basic Oxygen Furnace (BOF): Open Hood Stack
30301527,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Integrated Iron and Steel Manufacturing,Basic Oxygen Furnace (BOF): Closed Hood Stack,Point Industrial,Industrial Processes;Primary Metal Production;Integrated Iron and Steel Manufacturing;Basic Oxygen Furnace (BOF): Closed Hood Stack
30301528,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Integrated Iron and Steel Manufacturing,Basic Oxygen Furnace (BOF): Charging,Point Industrial,Industrial Processes;Primary Metal Production;Integrated Iron and Steel Manufacturing;Basic Oxygen Furnace (BOF): Charging
30301529,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Integrated Iron and Steel Manufacturing,Basic Oxygen Furnace (BOF): Tapping,Point Industrial,Industrial Processes;Primary Metal Production;Integrated Iron and Steel Manufacturing;Basic Oxygen Furnace (BOF): Tapping
30301530,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Integrated Iron and Steel Manufacturing,"Basic Oxygen Furnace (BOF), Bottom Blown: Melting and Refining",Point Industrial,"Industrial Processes;Primary Metal Production;Integrated Iron and Steel Manufacturing;Basic Oxygen Furnace (BOF), Bottom Blown: Melting and Refining"
30301532,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Integrated Iron and Steel Manufacturing,Electric Arc Furnace (EAF): Specialty Steel,Point Industrial,Industrial Processes;Primary Metal Production;Integrated Iron and Steel Manufacturing;Electric Arc Furnace (EAF): Specialty Steel
30301540,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Integrated Iron and Steel Manufacturing,Electric Arc Furnace (EAF): Carbon Steel: Charging,Point Industrial,Industrial Processes;Primary Metal Production;Integrated Iron and Steel Manufacturing;Electric Arc Furnace (EAF): Carbon Steel: Charging
30301542,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Integrated Iron and Steel Manufacturing,Electric Arc Furnace (EAF): Carbon Steel: Tapping,Point Industrial,Industrial Processes;Primary Metal Production;Integrated Iron and Steel Manufacturing;Electric Arc Furnace (EAF): Carbon Steel: Tapping
30301544,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Integrated Iron and Steel Manufacturing,Electric Arc Furnace (EAF): Carbon Steel,Point Industrial,Industrial Processes;Primary Metal Production;Integrated Iron and Steel Manufacturing;Electric Arc Furnace (EAF): Carbon Steel
30301545,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Integrated Iron and Steel Manufacturing,Electric Arc Furnace (EAF): Carbon Steel: Melt Shop Roof Monitor,Point Industrial,Industrial Processes;Primary Metal Production;Integrated Iron and Steel Manufacturing;Electric Arc Furnace (EAF): Carbon Steel: Melt Shop Roof Monitor
30301556,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Integrated Iron and Steel Manufacturing,Argon Oxygen Decarburization: Carbon Steel,Point Industrial,Industrial Processes;Primary Metal Production;Integrated Iron and Steel Manufacturing;Argon Oxygen Decarburization: Carbon Steel
30301558,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Integrated Iron and Steel Manufacturing,Steel Plate Burner/Torch Cutter,Point Industrial,Industrial Processes;Primary Metal Production;Integrated Iron and Steel Manufacturing;Steel Plate Burner/Torch Cutter
30301564,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Integrated Iron and Steel Manufacturing,Slag Tapping/Dumping,Point Industrial,Industrial Processes;Primary Metal Production;Integrated Iron and Steel Manufacturing;Slag Tapping/Dumping
30301565,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Integrated Iron and Steel Manufacturing,Slag Processing,Point Industrial,Industrial Processes;Primary Metal Production;Integrated Iron and Steel Manufacturing;Slag Processing
30301566,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Integrated Iron and Steel Manufacturing,Paved Roads: All Vehicle Types,Point Industrial,Industrial Processes;Primary Metal Production;Integrated Iron and Steel Manufacturing;Paved Roads: All Vehicle Types
30301567,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Integrated Iron and Steel Manufacturing,Unpaved Roads: Light Duty Vehicles,Point Industrial,Industrial Processes;Primary Metal Production;Integrated Iron and Steel Manufacturing;Unpaved Roads: Light Duty Vehicles
30301568,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Integrated Iron and Steel Manufacturing,Unpaved Roads: Medium Duty Vehicles,Point Industrial,Industrial Processes;Primary Metal Production;Integrated Iron and Steel Manufacturing;Unpaved Roads: Medium Duty Vehicles
30301569,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Integrated Iron and Steel Manufacturing,Unpaved Roads: Heavy Duty Vehicles,Point Industrial,Industrial Processes;Primary Metal Production;Integrated Iron and Steel Manufacturing;Unpaved Roads: Heavy Duty Vehicles
30301572,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Integrated Iron and Steel Manufacturing,Scarfing,Point Industrial,Industrial Processes;Primary Metal Production;Integrated Iron and Steel Manufacturing;Scarfing
30301573,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Integrated Iron and Steel Manufacturing,Hot Rolling,Point Industrial,Industrial Processes;Primary Metal Production;Integrated Iron and Steel Manufacturing;Hot Rolling
30301574,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Integrated Iron and Steel Manufacturing,Cold Rolling,Point Industrial,Industrial Processes;Primary Metal Production;Integrated Iron and Steel Manufacturing;Cold Rolling
30301575,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Integrated Iron and Steel Manufacturing,"Coating: Tin, Zinc, etc.",Point Industrial,"Industrial Processes;Primary Metal Production;Integrated Iron and Steel Manufacturing;Coating: Tin, Zinc, etc."
30301577,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Integrated Iron and Steel Manufacturing,Pickling: Continuous,Point Industrial,Industrial Processes;Primary Metal Production;Integrated Iron and Steel Manufacturing;Pickling: Continuous
30301578,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Integrated Iron and Steel Manufacturing,Pickling: Batch,Point Industrial,Industrial Processes;Primary Metal Production;Integrated Iron and Steel Manufacturing;Pickling: Batch
30301581,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Integrated Iron and Steel Manufacturing,Blast Furnace Stove,Point Industrial,Industrial Processes;Primary Metal Production;Integrated Iron and Steel Manufacturing;Blast Furnace Stove
30301585,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Integrated Iron and Steel Manufacturing,Electric Induction Furnace,Point Industrial,Industrial Processes;Primary Metal Production;Integrated Iron and Steel Manufacturing;Electric Induction Furnace
30301586,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Integrated Iron and Steel Manufacturing,Steel Scrap Preheater,Point Industrial,Industrial Processes;Primary Metal Production;Integrated Iron and Steel Manufacturing;Steel Scrap Preheater
30301587,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Integrated Iron and Steel Manufacturing,Heat Treating Furnace: Annealing,Point Industrial,Industrial Processes;Primary Metal Production;Integrated Iron and Steel Manufacturing;Heat Treating Furnace: Annealing
30301592,Industrial Processes - Storage and Transfer,Industrial Processes,Primary Metal Production,Integrated Iron and Steel Manufacturing,Pile Formation Stacker: Pellet Ore,Point Industrial,Industrial Processes;Primary Metal Production;Integrated Iron and Steel Manufacturing;Pile Formation Stacker: Pellet Ore
30301594,Industrial Processes - Storage and Transfer,Industrial Processes,Primary Metal Production,Integrated Iron and Steel Manufacturing,Pile Formation Stacker: Coal,Point Industrial,Industrial Processes;Primary Metal Production;Integrated Iron and Steel Manufacturing;Pile Formation Stacker: Coal
30301596,Industrial Processes - Storage and Transfer,Industrial Processes,Primary Metal Production,Integrated Iron and Steel Manufacturing,Batch Drop: Front End Loader Truck: Low Silt Slag,Point Industrial,Industrial Processes;Primary Metal Production;Integrated Iron and Steel Manufacturing;Batch Drop: Front End Loader Truck: Low Silt Slag
30301598,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Integrated Iron and Steel Manufacturing,Grinding,Point Industrial,Industrial Processes;Primary Metal Production;Integrated Iron and Steel Manufacturing;Grinding
30301599,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Integrated Iron and Steel Manufacturing,Other Not Classified,Point Industrial,Industrial Processes;Primary Metal Production;Integrated Iron and Steel Manufacturing;Other Not Classified
30302301,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Taconite Iron Ore Processing,Primary Crushing,Point Industrial,Industrial Processes;Primary Metal Production;Taconite Iron Ore Processing;Primary Crushing
30302302,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Taconite Iron Ore Processing,Tertiary Crusher,Point Industrial,Industrial Processes;Primary Metal Production;Taconite Iron Ore Processing;Tertiary Crusher
30302303,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Taconite Iron Ore Processing,Ore Screening,Point Industrial,Industrial Processes;Primary Metal Production;Taconite Iron Ore Processing;Ore Screening
30302304,Industrial Processes - Storage and Transfer,Industrial Processes,Primary Metal Production,Taconite Iron Ore Processing,Ore Transfer,Point Industrial,Industrial Processes;Primary Metal Production;Taconite Iron Ore Processing;Ore Transfer
30302307,Industrial Processes - Storage and Transfer,Industrial Processes,Primary Metal Production,Taconite Iron Ore Processing,Bentonite Storage,Point Industrial,Industrial Processes;Primary Metal Production;Taconite Iron Ore Processing;Bentonite Storage
30302308,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Taconite Iron Ore Processing,Bentonite Blending,Point Industrial,Industrial Processes;Primary Metal Production;Taconite Iron Ore Processing;Bentonite Blending
30302315,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Taconite Iron Ore Processing,Pellet Cooler,Point Industrial,Industrial Processes;Primary Metal Production;Taconite Iron Ore Processing;Pellet Cooler
30302316,Industrial Processes - Storage and Transfer,Industrial Processes,Primary Metal Production,Taconite Iron Ore Processing,Pellet Transfer to Storage,Point Industrial,Industrial Processes;Primary Metal Production;Taconite Iron Ore Processing;Pellet Transfer to Storage
30302320,Industrial Processes - Storage and Transfer,Industrial Processes,Primary Metal Production,Taconite Iron Ore Processing,"Conveyors, Transfer, and Loading (see 3-03-023-51 thru -88)",Point Industrial,"Industrial Processes;Primary Metal Production;Taconite Iron Ore Processing;Conveyors, Transfer, and Loading (see 3-03-023-51 thru -88)"
30302321,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Taconite Iron Ore Processing,Haul Road: Rock,Point Industrial,Industrial Processes;Primary Metal Production;Taconite Iron Ore Processing;Haul Road: Rock
30302322,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Taconite Iron Ore Processing,Haul Road: Taconite,Point Industrial,Industrial Processes;Primary Metal Production;Taconite Iron Ore Processing;Haul Road: Taconite
30302345,Industrial Processes - Storage and Transfer,Industrial Processes,Primary Metal Production,Taconite Iron Ore Processing,Bentonite Transfer to Blending,Point Industrial,Industrial Processes;Primary Metal Production;Taconite Iron Ore Processing;Bentonite Transfer to Blending
30302349,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Taconite Iron Ore Processing,Grate/Kiln Furnace Feed,Point Industrial,Industrial Processes;Primary Metal Production;Taconite Iron Ore Processing;Grate/Kiln Furnace Feed
30302350,Industrial Processes - Ferrous Metals,Industrial Processes,Primary Metal Production,Taconite Iron Ore Processing,Grate/Kiln Furnace Discharge,Point Industrial,Industrial Processes;Primary Metal Production;Taconite Iron Ore Processing;Grate/Kiln Furnace Discharge
